timestamp,open,high,low,close,volume,stock
,AAPL,AAPL,AAPL,AAPL,AAPL,
2015-01-02,24.746225733732643,24.75733433246641,23.848705532925308,24.2885799407959,212818400,AAPL
2015-01-05,24.057529515525847,24.137506662408462,23.41771403539871,23.604326248168945,257142000,AAPL
2015-01-06,23.66876002975555,23.866480902659614,23.244436602442416,23.606555938720703,263188400,AAPL
2015-01-07,23.81538275875591,24.037541186337343,23.704303544965192,23.937570571899414,160423600,AAPL
2015-01-08,24.266361285736252,24.915063367066157,24.148615917231282,24.857301712036133,237458000,AAPL
2015-01-09,25.0305920482821,25.15944435551847,24.484082466998068,24.883968353271484,214798000,AAPL
2015-01-12,25.01503369893713,25.02169817926757,24.170832856713574,24.270803451538086,198603200,AAPL
2015-01-13,24.75511483629627,25.05947250680508,24.195276317806265,24.486303329467773,268367600,AAPL
2015-01-14,24.224154956136505,24.5462839956195,24.104189202795,24.392995834350586,195826400,AAPL
2015-01-15,24.437432500892253,24.450761467150006,23.695424000342893,23.730968475341797,240056000,AAPL
2015-01-16,23.777618630288504,23.899806455751897,23.371068260038804,23.546573638916016,314053200,AAPL
2015-01-20,23.9575661169644,24.20860624689587,23.659874611477722,24.153066635131836,199599600,AAPL
2015-01-21,24.204157443782993,24.672911811933083,24.05308966122845,24.337453842163086,194303600,AAPL
2015-01-22,24.495185113053786,24.986154962727397,24.375219376333433,24.970603942871094,215185600,AAPL
2015-01-23,24.94838711138706,25.27051608905417,24.77732420715968,25.099454879760742,185859200,AAPL
2015-01-26,25.268300881851875,25.40603972695871,25.059473097577246,25.12611961364746,222460000,AAPL
2015-01-27,24.975049676758836,24.988380334784807,24.22193275326079,24.246370315551758,382274800,AAPL
2015-01-28,26.132495813648262,26.241354665962845,25.617088317871094,25.617088317871094,585908400,AAPL
2015-01-29,25.841467478625958,26.479062757459737,25.67262660398177,26.414636611938477,337745600,AAPL
2015-01-30,26.303554011345867,26.659007100363915,25.959207824992557,26.028078079223633,334982000,AAPL
2015-02-02,26.225798014997775,26.474614321324044,25.788145725562362,26.35464859008789,250956400,AAPL
2015-02-03,26.325778140360665,26.456850821330573,26.12805724182108,26.359102249145508,207662800,AAPL
2015-02-04,26.325770949503564,26.772309817405812,26.283560310243587,26.56125831604004,280598800,AAPL
2015-02-05,26.768682662651635,26.81552154981854,26.596946315658972,26.75084114074707,168984800,AAPL
2015-02-06,26.76868125718588,26.819980096729665,26.418516096545073,26.52557373046875,174826400,AAPL
2015-02-09,26.44082570849816,26.728539641570595,26.414060869820496,26.7017765045166,155559200,AAPL
2015-02-10,26.802139328739504,27.243749769386245,26.79991020192898,27.214754104614258,248034000,AAPL
2015-02-11,27.382024408829945,27.861550318012764,27.321805667501472,27.852628707885742,294247200,AAPL
2015-02-12,28.115814122005208,28.432525369439077,28.006527360742815,28.205028533935547,297898000,AAPL
2015-02-13,28.387923396573573,28.387923396573573,28.024376589451972,28.34331703186035,217088800,AAPL
2015-02-17,28.434754845619533,28.744775313753916,28.307624860083543,28.510587692260742,252609600,AAPL
2015-02-18,28.465980042733847,28.72247084575238,28.425833641377697,28.709089279174805,179566800,AAPL
2015-02-19,28.655565067400037,28.778235123136476,28.622111144584412,28.648874282836914,149449600,AAPL
2015-02-20,28.686784587541602,28.883056640625,28.559656300973938,28.883056640625,195793600,AAPL
2015-02-23,28.999035235335292,29.663679122924805,28.918742433910285,29.663679122924805,283896400,AAPL
2015-02-24,29.65029178108857,29.797495788902207,29.25551863404149,29.478553771972656,276912400,AAPL
